probe_id,matched_peak,distance_bp,within_threshold
cg07847030,,4154,False
cg02395917,,12385,False
cg01231108,,46536,False
cg05391892,,16489,False
cg11350586,,11564,False
cg08141142,BRCA_157197,993,True
cg11791751,BRCA_1649,1618,True
cg11610350,,2379,False
cg05922993,,2156,False
cg08250787,BRCA_82319,74,True
cg03082589,,14264,False
cg07979401,BRCA_70610,315,True
cg06452665,,5250,False
cg10372476,BRCA_20863,102,True
cg05118764,,2086,False
cg03827118,,15673,False
cg08893839,,11181,False
cg05472998,,23020,False
cg03514404,,41277,False
cg03057236,,18087,False
cg11051055,,9030,False
cg07571734,,6648,False
cg01275523,BRCA_122818,349,True
cg02483735,,10553,False
cg10036013,,2746,False
cg11435506,BRCA_88012,797,True
cg02558625,BRCA_150714,558,True
cg05732750,,2316,False
cg05351887,,5667,False
cg02392696,,6407,False
cg11403907,,11419,False
cg03957108,,52148,False
cg08192350,BRCA_137244,1436,True
cg01392351,,34050,False
cg08435240,,4831,False
cg02018277,,14700,False
cg07138366,,18135,False
cg05144259,,39159,False
cg01764082,BRCA_111627,1815,True
cg08655953,,2735,False
cg03564754,BRCA_114371,330,True
cg00794174,,22093,False
cg10964944,,2726,False
cg06363129,,10089,False
cg03228065,,3100,False
cg00167841,,8014,False
cg09516965,BRCA_153059,1593,True
cg10262770,,3061,False
cg00208274,,3249,False
cg04821520,,13998,False
cg01635086,BRCA_177026,836,True
cg03226114,,8317,False
cg04778178,BRCA_83915,31,True
cg04970352,,2047,False
cg04227892,,11020,False
cg09451235,,2154,False
cg07786995,,6563,False
cg04067139,BRCA_128894,1699,True
cg11438011,,19367,False
cg01972418,,2929,False
cg01889143,,16793,False
cg08960448,BRCA_165412,1730,True
cg03466124,,13218,False
cg04245057,,3803,False
cg10752421,BRCA_147580,1361,True
cg00783712,BRCA_21002,1801,True
cg07785447,BRCA_155927,1145,True
cg09213964,BRCA_146161,1890,True
cg05218696,,3145,False
cg06088324,,3791,False
cg04942251,,4489,False
cg00474080,,7585,False
cg01597066,BRCA_196553,674,True
cg00800383,,15901,False
cg02491557,,5111,False
cg09286367,,2658,False
cg10799055,,13304,False
cg02576468,,8866,False
cg02781618,,20460,False
cg02348751,,34198,False
cg06573604,,94253,False
cg09341793,,5004,False
cg09832613,,43116,False
cg03011535,BRCA_201016,339,True
cg07353006,,38715,False
cg00197993,,21016,False
cg02474799,,4542,False
cg09932747,BRCA_70249,167,True
cg10222925,,12053,False
cg04262140,BRCA_177698,1283,True
cg01995743,,30780,False
cg09619271,,8038,False
cg02863489,,3144,False
cg04326566,,6080,False
cg07897248,,3012,False
cg05638347,BRCA_82546,270,True
cg11772171,,2127,False
cg02400740,,40355,False
cg00347563,,10188,False
cg11468148,,2893,False
cg01864564,,13546,False
cg11710851,,3976,False
cg06930722,,6615,False
cg09650880,,4940,False
cg03598313,,6205,False
cg07935264,,7848,False
cg00032205,,2177,False
cg08242194,,5280,False
cg03953626,,4608,False
cg07303912,,9529,False
cg03976877,BRCA_92308,1944,True
cg11203041,,24356,False
cg00253658,,2502,False
cg07844977,BRCA_66973,379,True
cg10263682,,9379,False
cg10147462,,9601,False
cg08742575,,936174,False
cg10923662,,5664,False
cg05063999,,2479,False
cg06156376,,32342,False
cg09907509,,46973,False
cg08898155,BRCA_88012,773,True
cg01514828,,7319,False
cg09761265,,5502,False
cg07104895,BRCA_183358,887,True
cg09340279,BRCA_183469,12,True
cg00957641,,27944,False
cg05766064,,1757479,False
cg01894498,,6907,False
cg03982831,,5473,False
cg02460251,,81385,False
cg06992285,,25588,False
cg03991547,,27277,False
cg00661947,,8874,False
cg04698114,,17016,False
cg03921696,,11249,False
cg02621151,,46857,False
cg08300419,,4163,False
cg03814644,BRCA_81334,1940,True
cg06347739,,2219,False
cg04515996,,9138,False
cg05470554,,17713,False
cg06392169,BRCA_66679,209,True
cg02692938,,80259,False
cg05946694,BRCA_70948,233,True
cg02767771,,1256125,False
cg04766529,,11597,False
cg04855961,,6584,False
cg06423211,,4701,False
cg04111789,,12224,False
cg06878649,,2634,False
cg01765882,,11679,False
cg01756381,BRCA_50894,1646,True
cg02891314,,7837,False
cg09973284,,6194,False
cg10670260,,83199,False
cg08850461,,32843,False
cg11270393,,4271,False
cg08992360,,101846,False
cg07734975,,8518,False
cg00480331,,51457,False
cg00223136,,6317,False
cg00498816,,7009,False
cg09658497,,2466,False
cg08357947,,22711,False
cg08832624,,6903,False
cg09615353,,88762,False
cg06076518,,2364,False
cg03817939,BRCA_28033,186,True
cg04987053,,3943,False
cg07603330,,10623,False
cg03462699,,639602,False
cg07836225,,6377,False
cg00810956,,3435,False
cg00120157,,15505,False
cg11412935,,3624,False
cg10978355,,12305,False
cg07852757,,71886,False
cg08808042,,7007,False
cg07629965,,2721,False
cg09300856,,4827,False
cg11326255,BRCA_189252,1243,True
cg04895288,,6871,False
cg03778029,,145497,False
cg08322102,BRCA_99296,602,True
cg04636557,,9058,False
cg06528306,BRCA_97424,990,True
cg03780561,,2019,False
cg09313053,,15493,False
cg03171003,,8269,False
cg04147741,BRCA_41874,1419,True
cg07109358,BRCA_50621,1823,True
cg10632971,BRCA_98281,1311,True
cg11631271,BRCA_194466,310,True
cg05707458,,5197,False
cg00744433,,101725,False
cg05373263,,22149,False
cg00268185,BRCA_44229,305,True
cg06796779,,6997,False
cg05209770,BRCA_74159,1410,True
cg11397476,,5200,False
cg11789612,,2340,False
cg00604840,,8396,False
cg06160669,,43822,False
cg07045241,,3770,False
cg06769546,,812722,False
cg01854776,,3583,False
cg06757810,,4843,False
cg08368617,,19128,False
cg05452524,,10922,False
cg06649856,,20275,False
cg07936950,BRCA_33041,426,True
cg05200540,,14781,False
cg03069204,,7306,False
cg10628201,,5234,False
cg04201675,,21700,False
cg00095594,,21847,False
cg05025612,,124515,False
cg05038268,BRCA_130385,1874,True
cg04879755,,3396,False
cg03323696,,4998,False
cg06183150,,5586,False
cg11199810,,26730,False
cg06120945,,2141,False
cg01128642,,10739,False
cg02374745,,3325,False
cg05369766,,18169,False
cg04203238,BRCA_51106,1631,True
cg05991454,,12804,False
cg09689137,,2148,False
cg00333483,,16939,False
cg05924652,,32421,False
cg03485694,BRCA_137244,1380,True
cg05308495,,41330,False
cg11969813,BRCA_183288,45,True
cg03782202,,78780,False
cg05856321,,4251,False
cg05124021,,3576,False
cg00995327,,9957,False
cg02029926,,4082,False
cg11474135,,26103,False
cg10940462,,20760,False
cg06301550,,3634,False
cg10797552,,6989,False
cg07068756,BRCA_51981,1444,True
cg10235355,,85468,False
cg04785900,,3022,False
cg08485649,,256287,False
cg04982308,BRCA_181417,691,True
cg09863247,,8088,False
cg03917666,,7099,False
cg07150062,,12170,False
cg00049047,BRCA_59200,876,True
cg09551776,BRCA_28033,171,True
cg04723534,BRCA_207211,177,True
cg11931596,,10178,False
cg00901051,BRCA_17496,112,True
cg01984743,BRCA_65732,1364,True
cg10067723,,8552,False
cg06394874,,20057,False
cg00910695,,7397,False
cg00922748,BRCA_137129,494,True
cg08325845,,2169,False
cg03976172,BRCA_102254,1608,True
cg11437810,,8456,False
cg04368094,BRCA_153280,961,True
cg06340382,,3043,False
cg08495115,,3621,False
cg02657401,,40485,False
cg11343506,BRCA_127754,694,True
cg09661010,BRCA_120602,1107,True
cg01099825,,1948514,False
cg02567289,,7239,False
cg07061260,BRCA_169260,217,True
cg04138112,BRCA_13241,178,True
cg09652652,,11586,False
cg11549953,BRCA_59478,225,True
cg11281641,,12580,False
cg06721601,,21612,False
cg08005992,,6693,False
cg07458308,,15072,False
cg04548327,,5500,False
cg06010020,,22931,False
cg02758612,,2488,False
cg05973555,,10083,False
cg00268840,,7301,False
cg00817367,,5214,False
cg03214217,BRCA_91067,1514,True
cg05506209,,8271,False
cg04753936,BRCA_197235,204,True
cg00377344,,3004,False
cg11606461,BRCA_62122,877,True
cg11344574,BRCA_11017,569,True
cg07181406,,37044,False
cg02379107,BRCA_200495,1993,True
cg10868817,,4148,False
cg07168142,BRCA_176401,256,True
cg06952671,,16590,False
cg09862914,,9330,False
cg11404751,BRCA_124580,584,True
cg08195943,BRCA_44952,63,True
cg11416384,BRCA_51562,1868,True
cg07906855,,6896,False
cg02658488,,177252,False
cg06635133,,18950,False
cg00619443,,6552,False
cg07475885,BRCA_28199,344,True
cg08079763,BRCA_115697,1209,True
cg04554720,,11402,False
cg06400428,,5634,False
cg11282936,,6754,False
cg06333058,,19856,False
cg04656042,,37511,False
cg08609270,,57340,False
cg00807871,,8049,False
cg08871608,,2818,False
cg08584947,,10722,False
cg03432338,,4372,False
cg08513472,BRCA_66822,283,True
cg04743654,,2954,False
cg04960065,,14306,False
cg03498175,,2461,False
cg04407470,,2323,False
cg06768188,,8899,False
cg00450824,,11218,False
cg01128736,BRCA_67234,253,True
cg04118910,,522241,False
cg05180182,BRCA_115916,42,True
cg06884470,BRCA_155684,1919,True
cg10378521,,6897,False
cg09775582,,9662,False
cg10371483,BRCA_165210,406,True
cg09301462,BRCA_77641,856,True
cg09199848,,11138,False
cg07201620,,35046,False
cg10573018,,12418,False
cg10922935,,9202,False
cg03577139,BRCA_51316,1508,True
cg08815340,BRCA_67300,126,True
cg06030535,,11176,False
cg04039555,,42148,False
cg00663183,BRCA_38670,1846,True
cg03553786,,34189,False
cg01924596,BRCA_58692,418,True
cg11898486,,19695,False
cg02093112,,3256,False
cg08333858,BRCA_67388,755,True
cg00779924,,9681,False
cg00210994,,36307,False
cg06757662,,3478,False
cg00251767,,29573,False
cg07376547,,3009,False
cg09566894,,6091,False
cg00402172,,10332,False
cg08315202,,5679,False
cg07810282,,10739,False
cg00393798,,11227,False
cg04295258,BRCA_17634,1315,True
cg06332777,,10938,False
cg01328500,,11856,False
cg11701471,,2273,False
cg02654411,,2331,False
cg06705862,,2184,False
cg02572713,BRCA_99505,734,True
cg06831576,,155815,False
cg02580209,BRCA_164537,157,True
cg00423153,,12826,False
cg04063945,,12029,False
cg08441170,,51536,False
cg03502002,BRCA_188050,1907,True
cg08520743,BRCA_88012,1041,True
cg03727754,,13489,False
cg09605164,,34245,False
cg04256316,,9856,False
cg11026555,BRCA_146351,1875,True
cg07330230,,6184,False
cg11195797,BRCA_150273,708,True
cg00075975,,16206,False
cg00557947,BRCA_122795,466,True
cg05975410,BRCA_59481,169,True
cg04001520,,9092,False
cg11839579,,10645,False
cg09387486,,18301,False
cg02772935,,10751,False
cg08278002,,29180,False
cg01079515,BRCA_49447,1567,True
cg08042316,,13108,False
cg11346248,,8670,False
cg02755669,,5145,False
cg08269402,,19254,False
cg02237540,,2006,False
cg06843889,BRCA_59456,57,True
cg05589489,,8057,False
cg08048222,,9537,False
cg06087421,,2045,False
cg05714155,BRCA_33049,1566,True
cg03202693,BRCA_150942,1892,True
cg04781580,BRCA_151252,529,True
cg09982942,,6849,False
cg07161429,,6450,False
cg01596834,,2076,False
cg08545287,,35665,False
cg04421974,BRCA_105491,1653,True
cg08436419,,4237,False
cg08323075,BRCA_50379,1445,True
cg03314195,BRCA_169094,66,True
cg11638181,,41766,False
cg08077337,,11615,False
cg08523343,BRCA_58243,382,True
cg04540383,,3273,False
cg05327192,,7088,False
cg02493602,,11512,False
cg09481537,,8948,False
cg02970525,BRCA_16084,754,True
cg08478709,,3518,False
cg05209917,,16442,False
cg09490603,,6265,False
cg03741619,,35554,False
cg02634272,,2387,False
cg04206484,,2296,False
cg09363342,BRCA_50064,1135,True
cg04768463,BRCA_26244,1314,True
cg05021846,,24627,False
cg09852493,,20137,False
cg10730712,,56983,False
cg08371391,,2743,False
cg05337681,,12170,False
cg02791331,,2089,False
cg01834022,BRCA_50395,732,True
cg08480826,,24014,False
cg04714787,BRCA_50332,738,True
cg02470440,BRCA_92241,368,True
cg04092762,BRCA_24280,1160,True
cg11032268,BRCA_82491,1438,True
cg06132028,,5111,False
cg06569229,,50704,False
cg00437985,,5455,False
cg03301582,BRCA_88012,775,True
cg07614018,BRCA_192819,1964,True
cg10658542,,4394,False
cg02305289,BRCA_168102,1247,True
cg04562683,,11420,False
cg07323648,,8155,False
cg02656871,BRCA_170813,649,True
cg03301200,,23078,False
cg02523844,,27251,False
cg01618102,,58460,False
cg03126946,BRCA_137129,506,True
cg04848555,,11988,False
cg09763347,BRCA_105403,318,True
cg05963821,,131131,False
cg10678427,,15685,False
cg04599941,,59788,False
cg08450752,,8842,False
cg09426834,,4157,False
cg01896761,,8557,False
cg01446627,,13702,False
cg02583309,BRCA_196553,853,True
cg10173620,,3320,False
cg02248486,BRCA_83935,1259,True
cg11198128,,5886,False
cg05477405,,13813,False
cg01587896,BRCA_59676,121,True
cg09251429,,4745,False
cg01518889,,4563,False
cg09895325,BRCA_3044,939,True
cg10296799,BRCA_49453,613,True
cg06105699,,5492,False
cg11785652,,3238,False
cg10530851,,10485,False
cg08959216,,35526,False
cg00575005,,63693,False
cg10054197,,3734,False
cg07809831,,7149,False
cg11097433,,12645,False
cg04603730,,31271,False
cg05226707,BRCA_3906,614,True
cg02186782,,14885,False
cg02316596,,2718,False
cg04889072,,3613,False
cg10126181,BRCA_69035,61,True
cg07145284,BRCA_130151,1282,True
cg10305451,,10052,False
cg10344081,,3851,False
cg01997006,,9638,False
cg07107916,BRCA_18043,792,True
cg01074657,,10054,False
cg09448880,,4917,False
cg06377278,,8819,False
cg03007522,,2081,False
cg01472882,,2083,False
cg04517282,BRCA_57613,67,True
cg09721595,BRCA_132982,567,True
cg08457421,,3640,False
cg08009265,,11330,False
cg03605686,BRCA_88012,1676,True
cg06507579,,27526,False
cg10333214,,2540,False
cg09321400,,8666,False
cg00590139,,117213,False
cg02335642,BRCA_67006,69,True
cg09745246,,10174,False
cg07294785,BRCA_70439,1916,True
cg02744524,BRCA_45451,810,True
cg08538258,,38828,False
cg09549813,,2253,False
cg06541222,,13132,False
cg07364396,BRCA_799,767,True
cg08800878,,3989,False
cg04657205,,22846,False
cg00018828,BRCA_164433,825,True
cg01899542,,14372,False
cg07741229,,15534,False
cg03671052,BRCA_66529,877,True
cg01777397,,19725,False
cg01582473,BRCA_154315,724,True
cg07519816,,24275,False
cg05743734,BRCA_168523,1353,True
cg05990544,BRCA_69693,1431,True
cg07141875,,22318,False
cg00119181,,30384,False
cg05813818,BRCA_164347,1360,True
cg00386405,,143579,False
cg01192077,,3691,False
cg06972019,,4562,False
cg06832898,BRCA_170920,1638,True
cg11752769,BRCA_17420,63,True
cg09918318,BRCA_171353,736,True
cg09242823,,18985,False
cg08575330,,18096,False
cg05337177,BRCA_70452,1620,True
cg05164933,,2341,False
cg05482942,,18354,False
cg05298922,,9313,False
cg04656051,BRCA_35530,238,True
cg01665555,,7908,False
cg09579704,,3025,False
cg08832906,,22287,False
cg11386025,,6809,False
cg02364970,,3666,False
cg11003573,,7555,False
cg02512505,BRCA_168523,1246,True
cg09398550,,108704,False
cg00267596,,2972,False
cg02477603,BRCA_124793,573,True
cg00012529,,8026,False
cg09342417,,21332,False
cg09506001,,31216,False
cg00499781,,164005,False
cg04290586,BRCA_144687,997,True
cg11630226,,4763,False
cg08492173,BRCA_57652,1122,True
cg02031308,BRCA_21015,648,True
cg02650317,,19385,False
cg03255846,,26370,False
cg04020309,,18488,False
cg04680535,,58629,False
cg10253371,,6742,False
cg01806382,,3582,False
cg04583813,,2359,False
cg04244970,BRCA_12443,707,True
cg07036530,,17901,False
cg03322979,,2364,False
cg07810039,,24025,False
cg06710672,,4408,False
cg02916816,,4048,False
cg10721538,,14173,False
cg06897120,BRCA_165331,69,True
cg02044349,BRCA_150825,729,True
cg05227549,,2690,False
cg00662782,,17007,False
cg05042938,,2200,False
cg11245681,,22058,False
cg07572317,,1242415,False
cg10349065,,8977,False
cg01239735,,2932,False
cg02283735,,5730,False
cg09156097,,3260,False
cg05345154,,2152,False
cg09107344,,10983,False
cg11224582,,25453,False
cg07431286,BRCA_60693,472,True
cg06777194,,4833,False
cg03490157,,4585,False
cg11343211,BRCA_172522,1999,True
cg07673080,,6866,False
cg03992638,,14288,False
cg05371552,BRCA_92300,974,True
cg06804411,,15895,False
cg04314361,BRCA_22711,511,True
cg04056576,,25255,False
cg06248767,,4294,False
cg10797197,BRCA_203550,245,True
cg01405445,BRCA_194094,12,True
cg04141796,BRCA_59456,577,True
cg02707854,,5701,False
cg02057013,,33587,False
cg04879832,,2004,False
cg00675569,,57056,False
cg01473816,BRCA_127754,981,True
cg01942962,,3558,False
cg08802511,BRCA_56825,633,True
cg06894549,,2985,False
cg04254198,BRCA_182773,463,True
cg06702718,,12653,False
cg08928882,,2561,False
cg02058870,,19582,False
cg06651311,BRCA_51562,1271,True
cg07121856,BRCA_88012,1134,True
cg10038009,BRCA_167642,1202,True
cg08264481,,5803,False
cg11099006,,3361,False
cg07142010,,3723,False
cg01760475,,28898,False
cg07397956,,3566,False
cg08846566,,3328,False
cg01010211,,3973,False
cg04284140,BRCA_85209,228,True
cg05784862,,1290411,False
cg01588438,BRCA_98596,50,True
cg05170706,,11741,False
cg05192452,,10046,False
cg01464835,,14234,False
cg08663159,,3333,False
cg10281977,BRCA_157006,139,True
cg01735384,,3901,False
cg09885505,,14327,False
cg01992382,,5618,False
cg06224587,,8239,False
cg10419957,,8847,False
cg10092867,,10467,False
cg01924952,,3365,False
cg11613015,,36084,False
cg05227215,,3939,False
cg09896412,,39125,False
cg09318068,,104929,False
cg01909856,,1220690,False
cg06501366,,4539,False
cg04913934,,2207,False
cg05068987,BRCA_191200,191,True
cg05289253,BRCA_136034,118,True
cg05948940,,5713,False
cg02898500,,5264,False
cg06167221,,73201,False
cg01023798,,58678,False
cg02902186,,60493,False
cg00515457,,7721,False
cg05970721,,35472,False
cg08463820,,21131,False
cg04768602,,17487,False
cg06802522,BRCA_103907,1003,True
cg05127821,,104128,False
cg04319276,BRCA_195388,1558,True
cg02410867,BRCA_192077,1022,True
cg02480685,BRCA_100882,959,True
cg11648594,BRCA_232,391,True
cg11975793,,8911,False
cg02099878,,2403,False
cg11344217,,6124,False
cg05347878,,2032,False
cg10020356,,7273,False
cg05945782,,3723,False
cg05887869,,84651,False
cg02503981,BRCA_150800,1252,True
cg09528825,,3480,False
cg08528626,,37287,False
cg07747299,,936060,False
cg09893588,,10752,False
cg08239282,,4644,False
cg08924203,,14001,False
cg00691999,,28490,False
cg11521404,,11521,False
cg00677574,,7575,False
cg00946316,,3338,False
cg09473364,BRCA_150832,979,True
cg00666105,,23909,False
cg05555111,BRCA_152436,306,True
cg07273376,,205275,False
cg09103598,,275648,False
cg06806862,,15446,False
cg10308785,,46913,False
cg07754347,,3070,False
cg10154780,,204875,False
cg04917181,,2320,False
cg05349089,,2456,False
cg00459623,,43541,False
cg00702647,,24573,False
cg05710753,,35485,False
cg02230017,,35693,False
cg08346735,,2994,False
cg08779649,,6226,False
cg04222582,BRCA_158562,1695,True
cg04180299,BRCA_169094,41,True
cg01988129,BRCA_98596,433,True
cg04376887,,10877,False
cg06766427,,17820,False
cg01627823,,3030,False
cg06223767,BRCA_66679,1889,True
cg10748765,BRCA_198087,109,True
cg00355799,,2186,False
cg06219103,,3619,False
cg03024760,,44244,False
cg07917150,BRCA_83905,143,True
cg06475633,BRCA_171568,1044,True
cg00494337,,56501,False
cg00067884,BRCA_159841,1355,True
cg04944784,BRCA_23780,85,True
cg05976283,,4534,False
cg04833713,BRCA_120680,730,True
cg08846245,,3210,False
cg09543255,,5470,False
cg07633317,,14771,False
cg03703435,,7927,False
cg03543593,BRCA_70317,204,True
cg05383931,,2652,False
cg05612673,,29125,False
cg08594218,,6232,False
cg07112337,,2903,False
cg05301470,,15233,False
cg03449108,BRCA_30285,866,True
cg01433297,BRCA_198206,295,True
cg03393350,BRCA_98947,1582,True
cg03570035,BRCA_193003,497,True
cg01830900,,22440,False
cg01140660,,17463,False
cg04719903,,16252,False
cg11977941,,70697,False
cg05213896,,8823,False
cg07249274,BRCA_62122,916,True
cg08089301,,64977,False
cg04831806,BRCA_82320,779,True
cg01573747,,5662,False
cg07862744,,4283,False
cg11412853,,2557,False
cg05645002,,37990,False
cg08406370,BRCA_166932,1267,True
cg07909128,,2819,False
cg05261028,,5298,False
cg05446629,,5489,False
cg08757862,BRCA_51720,250,True
cg06034336,,55194,False
cg11337945,BRCA_57626,70,True
cg02379560,,2095,False
cg09550810,,20360,False
cg02909790,BRCA_69452,96,True
cg02125316,,15744,False
cg10904699,BRCA_136034,302,True
cg09489306,,3550,False
cg05667348,,20722,False
cg05542262,BRCA_61151,248,True
cg06959596,BRCA_21247,426,True
cg04839706,BRCA_167774,633,True
cg08887400,,4588,False
cg02637318,BRCA_95735,869,True
cg00001747,,4395,False
cg11644402,,5938,False
cg06041852,,946767,False
cg06779449,BRCA_201016,470,True
cg01357135,,25293,False
cg09696091,,26631,False
cg03314029,,8394,False
cg07583848,,6103,False
cg08564172,,6903,False
cg00659878,BRCA_19872,1059,True
cg06494592,,10679,False
cg05766510,,21321,False
cg10907866,BRCA_40016,539,True
cg04068564,BRCA_203647,153,True
cg10002860,,2940,False
cg06663305,BRCA_172092,1813,True
cg09323975,BRCA_66810,98,True
cg00133595,BRCA_167642,1059,True
cg02662277,,6573,False
cg05341539,,14484,False
cg01244650,,9823,False
cg10876767,,6358,False
cg08848903,,25430,False
cg08957001,BRCA_106507,383,True
cg05974067,,11927,False
cg05862393,,9559,False
cg02416536,BRCA_144146,1830,True
cg08305551,BRCA_191200,294,True
cg04113418,,2534,False
cg03954048,,9165,False
cg00450784,,2619,False
cg06457736,,7156,False
cg11293572,,18279,False
cg04415176,,64802,False
cg05867245,,3073,False
cg11751645,,14735,False
cg03782966,,15619,False
cg11268739,,113323,False
cg01090834,BRCA_206528,181,True
cg06262436,,3323,False
cg08151857,,28718,False
cg02293118,BRCA_85227,1963,True
cg06528559,,51112,False
cg01635193,,3959,False
cg11279444,,8714,False
cg04606367,,48543,False
cg11061434,,51101,False
cg02546828,,75195,False
cg09671951,,24618,False
cg05998639,,4752,False
cg06536868,,13751,False
cg07591362,,3937,False
cg06506470,,23191,False
cg02385739,,10977,False
cg07292140,,16444,False
cg06363968,,4771,False
cg09877947,,29570,False
cg00410872,,3847,False
cg00166216,,10601,False
cg06650246,BRCA_17259,548,True
cg07780095,,2946,False
cg10633463,,31326,False
cg01781617,,15135,False
cg01887995,BRCA_97518,264,True
cg04188862,BRCA_162229,1298,True
cg02242344,,3321,False
cg05933736,,4509,False
cg00614503,,28175,False
cg07469637,BRCA_87857,1076,True
cg01415919,BRCA_203971,1440,True
cg03074188,BRCA_94763,329,True
cg06371502,,4528,False
cg02343823,,11002,False
cg08473660,,2751,False
cg02794451,BRCA_137108,37,True
cg08322205,,4282,False
cg05267427,,114880,False
cg06078337,,56329,False
cg07443710,,2362,False
cg06463589,BRCA_168523,1346,True
cg07060006,,3417,False
cg09386682,BRCA_38004,130,True
cg08714590,,6561,False
cg02961934,,2250,False
cg02888131,,2642,False
cg08823975,,2538,False
cg02803037,BRCA_168532,9,True
cg11218954,,4236,False
cg02469909,BRCA_208554,1383,True
cg11691298,,5118,False
cg02680086,,2668,False
cg03859732,,5150,False
cg00918181,BRCA_185040,105,True
cg07053777,,3765,False
cg10194160,,3213,False
cg08347500,,18342,False
cg03826642,BRCA_67792,93,True
cg11863406,,123498,False
cg00840960,,19515,False
cg11784243,BRCA_69270,101,True
cg09687907,,2721,False
cg11692307,,2588,False
cg02115416,,72375,False
cg03707308,BRCA_67383,981,True
cg07299736,BRCA_105632,1826,True
cg10363246,,5948,False
cg05846044,,3626,False
cg01999908,,2846,False
cg03290530,BRCA_45382,435,True
cg08927844,BRCA_80478,359,True
cg09881253,,10570,False
cg02948476,BRCA_155927,1044,True
cg03438943,,12919,False
cg00714725,,106796,False
cg07270021,BRCA_98046,867,True
cg05006473,,7358,False
cg05951860,,5008,False
cg09787089,,3354,False
cg05447100,,3394,False
cg07831351,,5511,False
cg09502069,,5301,False
cg10317314,BRCA_139474,45,True
cg03862437,,9322,False
cg02160083,,63274,False
cg01699217,,64102,False
cg02627403,,4311,False
cg08786026,,3773,False
cg08845291,,10608,False
cg00584026,,9477,False
cg11573679,,19526,False
cg02556649,,56188,False
cg01394819,BRCA_6043,1003,True
cg00960700,,2010,False
cg06133910,,12981,False
cg02313130,,3172,False
cg08949339,,4444,False
cg02941085,,7255,False
cg00505001,,2966,False
cg05389922,,3422,False
cg02997983,,4777,False
cg06148685,,28554,False
cg09061684,,30216,False
cg11169848,,11736,False
cg11889808,,7194,False
cg08214808,BRCA_128386,140,True
cg07043604,,3305,False
cg07719492,,31912,False
cg11609571,,108652,False
cg01156747,BRCA_81812,61,True
cg08502239,,9180,False
cg08124446,,40503,False
cg00352218,,22209,False
cg04011925,,6499,False
cg02495310,BRCA_63182,395,True
cg01271455,BRCA_92216,1148,True
cg05210258,,22921,False
cg01095157,,4098,False
cg07573209,,53043,False
cg06617636,,3428,False
cg06533042,BRCA_14976,1051,True
cg04652097,,27189,False
cg02547269,BRCA_66772,84,True
cg02604524,,5191,False
cg07722774,BRCA_92088,1827,True
cg09088988,,25055,False
cg07425646,,112607,False
cg10300684,,19417,False
cg09452568,,20513,False
cg08569678,,5182,False
cg08488058,,10801,False
cg09297288,BRCA_36804,908,True
cg00156336,BRCA_28033,6,True
cg03976326,,4419,False
cg01332342,,10342,False
cg08587313,,4369,False
cg02438026,,105064,False
cg09010671,,4536,False
cg09227621,,2776,False
cg03837909,,16628,False
cg07653395,BRCA_101186,57,True
cg03994318,,2169,False
cg01057527,,26105,False
cg04445512,BRCA_98868,47,True
cg10688790,,22149,False
cg10188823,,6916,False
cg05790451,,7737,False
cg06274159,,84707,False
cg00544436,BRCA_70678,506,True
cg06108459,BRCA_71924,148,True
cg10851763,,33102,False
cg09615056,,3645,False
cg07458509,BRCA_190113,1674,True
cg08540945,,3156,False
cg01708411,BRCA_141562,838,True
cg03176971,,61185,False
cg03292388,BRCA_50753,91,True
cg00675229,,46295,False
cg06411879,,38814,False
cg02303068,BRCA_146761,44,True
cg02824202,BRCA_184702,161,True
cg05059304,BRCA_67913,113,True
cg02585459,,12262,False
cg00863007,,3365,False
cg08430325,,6958,False
cg10263370,,7578,False
cg11883836,BRCA_46595,1293,True
cg06100368,BRCA_10888,842,True
cg07471461,,7716,False
cg08650910,,19085,False
cg07570142,,8336,False
cg05896377,,2155,False
cg01160882,,188243,False
cg07005055,,2148,False
cg08893692,,15577,False
cg02540440,,6181,False
cg02078690,BRCA_135990,634,True
cg03540794,,6332,False
cg08832603,,2450,False
cg11360416,,964682,False
cg02543636,,4172,False
cg01056242,,13511,False
cg11645318,BRCA_84785,1945,True
cg00374101,,9984,False
cg07747133,,23839,False
cg07838270,,4540,False
cg06861044,,10797,False
cg03535284,BRCA_81711,817,True
cg10572943,BRCA_206117,37,True
cg07137955,BRCA_59464,28,True
cg07972135,,34315,False
cg08309809,,6779,False
cg09718037,,4365,False
cg04552451,BRCA_107339,215,True
cg00025496,BRCA_171191,1112,True
cg05907046,,58729,False
cg09866695,,3629,False
cg08744177,,23215,False
cg06767766,BRCA_120208,1849,True
cg02093006,,8982,False
cg08048194,,4866,False
cg04858536,,25293,False
cg02548132,,2824,False
cg06193520,BRCA_164476,1787,True
cg10453719,,3366,False
cg11173579,,13873,False
cg08621196,,8304,False
cg06972389,,42576,False
cg11400774,BRCA_11785,281,True
cg04262428,,2020,False
cg00144425,,14636,False
cg01398050,,41358,False
cg04051571,,12361,False
cg06114334,BRCA_92014,349,True
cg11366886,,9916,False
cg11824956,,10486,False
cg06732439,,4691,False
cg06381803,BRCA_195967,1047,True
cg04317962,,4741,False
cg02681442,,19102,False
cg00394221,BRCA_12165,696,True
cg04947907,,128961,False
cg05754377,,3860,False
cg00041599,BRCA_66115,1687,True
cg11131384,,2859,False
cg02184673,,2704,False
